placeId	name	latitude	longitude	kinds	rank	regionId	sourceDatasetId	cityStanding
place.fort-de-france	Fort-de-France	14.610412	-61.080029	CITY,PORT	MAJOR	mtq	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.basse-terre	Basse-Terre	16.01041	-61.705484	CITY,PORT	MAJOR	glp	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.kingstown	Kingstown	13.155756	-61.220236	CITY,PORT	MAJOR	VCT	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.banjul	Bathurst	13.453876	-16.591701	CITY,PORT	MAJOR	GMB	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.conakry	Conakry	9.533469	-13.682181	CITY,PORT	MAJOR	GIN	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.lome	Lome	6.133883	1.220811	CITY,PORT	MAJOR	TGO	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.cotonou	Cotonou	6.36298	2.404355	CITY,PORT	MAJOR	BEN	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.douala	Douala	4.062356	9.708045	CITY,PORT	MAJOR	CMR	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.libreville	Libreville	0.385389	9.457965	CITY,PORT	MAJOR	GAB	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.walvis-bay	Walvis Bay	-22.957528	14.505306	PORT	MAJOR	NAM	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.port-louis	Port Louis	-20.166639	57.499994	CITY,PORT	MAJOR	MUS	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.victoria-seychelles	Victoria	-4.616632	55.44999	CITY,PORT	MAJOR	SYC	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.toamasina	Tamatave	-18.181798	49.404984	CITY,PORT	MAJOR	MDG	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.georgetown	Georgetown	6.801974	-58.167029	CITY,PORT	MAJOR	GUY	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.paramaribo	Paramaribo	5.83503	-55.167031	CITY,PORT	MAJOR	SUR	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.cayenne	Cayenne	4.932992	-52.330021	CITY,PORT	MAJOR	guf	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.male	Male	4.172037	73.508901	CITY,PORT	MAJOR	MDV	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.port-moresby	Port Moresby	-9.464708	147.192504	CITY,PORT	MAJOR	PNG	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.rabaul	Rabaul	-4.20549	152.143431	PORT	MAJOR	PNG	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.papeete	Papeete	-17.533363	-149.566669	CITY,PORT	MAJOR	PYF	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.pago-pago	Pago Pago	-14.276611	-170.706645	CITY,PORT	MAJOR	ASM	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.nukualofa	Nuku'alofa	-21.138512	-175.220564	CITY,PORT	MAJOR	TON	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.port-vila	Port Vila	-17.73335	168.316641	CITY,PORT	MAJOR	VUT	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.majuro	Majuro	7.103004	171.38	CITY,PORT	MAJOR	MHL	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.tarawa	Tarawa	1.338188	173.017571	CITY,PORT	MAJOR	KIR	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.valletta	Valletta	35.899732	14.514711	CITY,PORT	MAJOR	MLT	curated-natural-earth-populated-places-5.1.2	ORDINARY
place.gibraltar	Gibraltar	36.128342	-5.346014	CITY,PORT	MAJOR	GIB	curated-natural-earth-populated-places-5.1.2	ORDINARY
